movie_title,actor_1_facebook_likes,gross,language,director_name,title_year,genres,movie_facebook_likes,season,movie_imdb_link,movie_lens_rating,imdb_score,plot_keywords,aspect_ratio,num_critic_for_reviews,country,duration,facenumber_in_poster,director_facebook_likes,week_day,actor_3_name,num_user_for_reviews,color,date,cast_total_facebook_likes,actor_2_name,actor_3_facebook_likes,num_voted_users,actor_1_name,actor_2_facebook_likes,budget
Teeth and Blood,471,,English,Al Franklin,2015,Horror,85,Fail,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,3.5,4.3,blood|teeth,16,,USA,96,0,0,No_Date,Clint Jung,2,Color,No date,1399,Steffinnie Phrommany,270,24,Marshal Hilton,320,300000
Teeth,386,347578,English,Mitchell Lichtenstein,2007,Comedy|Fantasy|Horror|Thriller,17000,spring,http://www.imdb.com/title/tt0780622/?ref_=fn_tt_tt_1,,5.4,high school|purity|stepbrother|temptation|vagina dentata,1.85,221,USA,94,1,53,3,John Hensley,161,Color,4/3/2008 0:00,1511,Nathan Parsons,268,34556,Jess Weixler,357,
Terminator 2: Judgment Day,780,204843350,English,James Cameron,1991,Action|Sci-Fi,13000,summer,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,3,8.5,future|liquid metal|multiple cameos|sexy woman|time travel,2.35,210,USA,153,0,0,2,S. Epatha Merkerson,983,Color,7/3/1991 0:00,2829,Jenette Goldstein,539,744891,Joe Morton,604,102000000
Terminator 3: Rise of the Machines,648,150350192,English,Jonathan Mostow,2003,Action|Sci-Fi,0,summer,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,,6.4,drifter|exploding truck|future|machine|skynet,2.35,280,USA,109,0,84,2,Carolyn Hennesy,1676,Color,7/2/2003 0:00,1769,M.C. Gainey,191,305340,Nick Stahl,284,200000000
Terminator Genisys,24000,89732035,English,Alan Taylor,2015,Action|Adventure|Sci-Fi,82000,summer,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,,6.6,alternate timeline|cyborg|future|robot|time machine,2.35,474,USA,126,2,230,2,Matt Smith,867,Color,7/1/2015 0:00,38873,Emilia Clarke,2000,188457,J.K. Simmons,10000,155000000
Terminator Salvation,23000,125320003,English,McG,2009,Action|Adventure|Sci-Fi,0,spring,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,2.5,6.6,death row|future|machine|rescue|skynet,2.35,422,USA,118,0,368,3,Common,974,Color,5/21/2009 0:00,27468,Bryce Dallas Howard,988,286095,Christian Bale,3000,200000000
Texas Chainsaw 3D,383,34334256,English,John Luessenhop,2013,Horror|Thriller,16000,winter,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,3.5,4.8,chainsaw|halloween|mansion|massacre|texas,2.35,282,USA,92,0,34,4,Shaun Sipos,255,Color,1/4/2013 0:00,1945,Keram Malicki-S\xc3\xa1nchez,322,35131,Gunnar Hansen,333,11000000
Texas Rangers,1000,623374,English,Steve Miner,2001,Action|Adventure|Drama|Thriller|Western,474,fall,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,1.5,5.2,army|mexican|orphan|texas|texas ranger,2.35,31,USA,110,2,49,4,Leonor Varela,67,Color,11/30/2001 0:00,2120,Usher Raymond,427,4757,Tom Skerritt,569,38000000
Thank You for Smoking,24000,24792061,English,Jason Reitman,2005,Comedy|Drama,0,spring,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,2,7.6,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,2.35,239,USA,92,0,655,4,Todd Louiso,323,Color,4/14/2006 0:00,25092,Cameron Bright,88,191998,J.K. Simmons,829,6500000
That Awkward Moment,363,26049082,English,Tom Gormican,2014,Comedy|Romance,0,winter,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,,6.1,dating|divorce|father daughter relationship|mother daughter relationship|party,2.35,164,USA,94,3,19,4,Josh Pais,100,Color,1/31/2014 0:00,1024,Lola Glaudini,117,76791,Mackenzie Davis,342,8000000
That Thing You Do!,15000,25809813,English,Tom Hanks,1996,Comedy|Drama|Music,0,fall,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,4.5,6.9,band|drummer|jazz|pennsylvania|song,1.37,75,USA,149,6,15000,4,Ethan Embry,212,Color,10/4/1996 0:00,28713,Charlize Theron,982,50311,Tom Hanks,9000,26000000
The 13th Warrior,845,32694788,English,John McTiernan,1999,Action|Adventure|History,0,summer,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,4,6.6,arab|battle|combat|viking|warrior,2.35,85,USA,102,1,323,4,Clive Russell,546,Color,8/27/1999 0:00,1815,Vladimir Kulich,241,101411,Tony Curran,372,85000000
The 33,562,12188642,English,Patricia Riggen,2015,Biography|Drama|History,0,fall,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,,6.9,disaster movie|mine|minister|president|trapped in a mine,2.35,120,Chile,127,7,36,4,Jacob Vargas,56,Color,11/13/2015 0:00,2230,James Brolin,399,21098,Marco Trevi\xc3\xb1o,499,26000000
The 40-Year-Old Virgin,7000,109243478,English,Judd Apatow,2005,Comedy|Romance,0,summer,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,,7.1,40 year old|car accident|cheating on girlfriend|collection|porno movie,1.85,217,USA,133,1,0,4,Gerry Bedno,546,Color,8/19/2005 0:00,8341,Romany Malco,218,313797,Steve Carell,966,26000000
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,700,,English,Craig Moss,2010,Comedy,0,Fail,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,,2.7,masturbation|porn actor in mainstream movie|sex|spoof|virginity,1.85,16,USA,82,3,19,Video 8 June 2010,Matt Crabtree,42,Color,Exception_19,1499,Bryan Callen,134,5579,Noureen DeWulf,460,1300000
The 5th Quarter,767,399611,English,Rick Bieber,2010,Biography|Drama|Sport,0,spring,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,4,5.7,athletic training|football practice|funeral|gymnasium|man crying,1.85,16,USA,90,2,11,4,Sammy Nagi Njuguna,29,Color,3/25/2011 0:00,2370,Kendrick Cross,316,1245,Aidan Quinn,529,6000000
The 5th Wave,17000,34912982,English,J Blakeson,2016,Action|Adventure|Sci-Fi|Thriller,14000,winter,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,,5.2,alien|attack|based on novel|based on young adult novel|fear,2.35,194,USA,112,0,5,4,Nick Robinson,266,Color,1/22/2016 0:00,19974,Maggie Siff,724,55617,Chlo\xc3\xab Grace Moretz,1000,38000000
The 6th Day,3000,34543701,English,Roger Spottiswoode,2000,Action|Mystery|Sci-Fi|Thriller,0,fall,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,0.5,5.9,clone|cloning|future|laser gun|murder,2.35,170,USA,123,1,55,4,Tony Goldwyn,289,Color,11/17/2000 0:00,5839,Michael Rapaport,956,100001,Robert Duvall,975,82000000
The Abyss,2000,54222000,English,James Cameron,1989,Adventure|Drama|Sci-Fi|Thriller,0,summer,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,,7.6,alien|estranged couple|ocean|submarine|underwater,2.35,82,USA,171,0,0,2,Mary Elizabeth Mastrantonio,380,Color,8/9/1989 0:00,4074,Todd Graff,638,131217,Michael Biehn,650,69500000
The Act of Killing,3,484221,Indonesian,Joshua Oppenheimer,2012,Biography|Crime|Documentary|History,20000,fall,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,,8.2,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,1.85,248,UK,96,1,50,3,Syamsul Arifin,107,Color,11/8/2012 0:00,6,Herman Koto,0,23836,Anwar Congo,3,1000000
The Addams Family,1000,113502246,English,Barry Sonnenfeld,1991,Comedy|Fantasy,5000,fall,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,,6.8,accountant|loan shark|macabre|uncle|uncle fester,1.85,55,USA,99,0,188,4,Carel Struycken,125,Color,11/22/1991 0:00,3696,Raul Julia,436,96607,Anjelica Huston,1000,38000000
The Adjustment Bureau,13000,62453315,English,George Nolfi,2011,Romance|Sci-Fi|Thriller,36000,winter,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,,7.1,love at first sight|obscene finger gesture|rain|teleportation|three word title,1.85,413,USA,106,2,53,4,Jon Stewart,407,Color,3/4/2011 0:00,14607,Michael Kelly,593,200035,Matt Damon,963,50200000
The Adventurer: The Curse of the Midas Box,2000,4756,English,Jonathan Newman,2013,Adventure|Family|Fantasy,0,fall,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,,5.4,based on novel|drowning|hanging from a flagpole|hanging from a rope|magic,2.35,28,UK,100,4,3,3,Oliver Stark,32,Color,12/5/2013 0:00,2450,Keeley Hawes,88,4191,Ioan Gruffudd,228,25000000
The Adventures of Elmo in Grouchland,1000,11634458,English,Gary Halvorson,1999,Adventure|Comedy|Family|Fantasy|Musical,339,fall,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,3,5.8,based on tv series|blanket|box office flop|rescue|sesame street,1.85,44,USA,73,0,11,4,Caroll Spinney,37,Color,10/1/1999 0:00,2020,Kevin Clash,142,2045,Vanessa Williams,436,17000000
The Adventures of Ford Fairlane,879,21413502,English,Renny Harlin,1990,Action|Adventure|Comedy|Crime|Music|Mystery,2000,summer,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,4.5,6.3,detective|groupie|murder|music industry|rock n roll,2.35,48,USA,104,5,212,2,David Patrick Kelly,113,Color,7/11/1990 0:00,2795,Gilbert Gottfried,380,14429,Lauren Holly,560,40000000
The Adventures of Huck Finn,876,24103594,English,Stephen Sommers,1993,Adventure|Comedy|Drama|Family,391,spring,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,,6.2,boy|lesson|mississippi river|river|slave,1.85,14,USA,108,0,208,4,Anne Heche,54,Color,4/2/1993 0:00,4840,Frances Conroy,689,6384,Curtis Armstrong,827,6500000
The Adventures of Pinocchio,940,15091542,Italian,Steve Barron,1996,Adventure|Family|Fantasy|Musical,246,summer,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,5,5.3,based on novel|human becoming an animal|slow motion|transformation|young boy,2.35,19,UK,90,2,48,4,Bebe Neuwirth,22,Color,7/26/1996 0:00,2465,Udo Kier,376,4086,Martin Landau,595,25000000
The Adventures of Pluto Nash,3000,4411102,English,Ron Underwood,2002,Action|Comedy|Sci-Fi,416,summer,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,,3.8,casino|future|laser gun|moon|nightclub,1.85,66,USA,95,1,31,4,Burt Young,164,Color,8/16/2002 0:00,6161,Randy Quaid,683,20295,Rosario Dawson,695,100000000
The Adventures of Rocky & Bullwinkle,22000,26000610,English,Des McAnuff,2000,Adventure|Animation|Comedy|Family|Fantasy,413,summer,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,1.5,4.1,deforestation|fbi|lighthouse|moose|squirrel,1.85,49,USA,92,0,5,4,Jonathan Winters,197,Color,6/30/2000 0:00,28050,Janeane Garofalo,924,16611,Robert De Niro,1000,76000000
The Adventures of Sharkboy and Lavagirl 3-D,12000,39177541,English,Robert Rodriguez,2005,Action|Adventure|Family|Fantasy,0,spring,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,,3.5,boy|bully|dream|dream sequence|planet,1.85,66,USA,93,1,0,4,Taylor Dooley,177,Color,6/10/2005 0:00,14899,Kristin Davis,717,20310,Taylor Lautner,722,50000000
The Adventures of Tintin,2000,77564037,English,Steven Spielberg,2011,Action|Adventure|Family|Mystery,44000,winter,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,2.5,7.4,captain|morocco|ship|tintin|treasure,2.35,440,USA,107,1,14000,2,Tony Curran,447,Color,12/21/2011 0:00,4631,Mackenzie Crook,845,177383,Toby Jones,871,135000000
The Age of Adaline,11000,42478175,English,Lee Toland Krieger,2015,Drama|Fantasy|Romance,34000,spring,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,,7.2,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,2.35,214,USA,112,1,43,4,Ellen Burstyn,209,Color,4/24/2015 0:00,15327,Michiel Huisman,1000,93767,Harrison Ford,2000,25000000
The Age of Innocence,554,32000000,English,Martin Scorsese,1993,Drama|Romance,0,fall,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,,7.2,19th century|countess|lawyer|love|new york,2.35,56,USA,139,3,17000,4,Stuart Wilson,150,Color,10/1/1993 0:00,1068,Geraldine Chaplin,94,36267,Richard E. Grant,382,30000000
The Alamo,2000,22406362,English,John Lee Hancock,2004,Drama|History|War|Western,701,spring,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,4,6,army|dictator|general|texan|texas,2.35,106,USA,137,0,102,4,Jordi Moll\xc3\xa0,267,Color,4/9/2004 0:00,5780,Marc Blucas,877,16832,Dennis Quaid,973,107000000
The Alamo,2000,22406362,English,John Lee Hancock,2004,Drama|History|War|Western,701,spring,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,4,6,army|dictator|general|texan|texas,2.35,106,USA,137,0,102,4,Jordi Moll\xc3\xa0,267,Color,4/9/2004 0:00,5780,Marc Blucas,877,16832,Dennis Quaid,973,107000000
The Algerian,18000,,English,Giovanni Zelko,2014,Action|Romance|Thriller,221,Fail,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,,7.6,algeria|algerian|los angeles california|muslim,1.85,5,USA,99,6,4,No_Date,Ben Youcef,1,Color,No date,20218,Harry Lennix,434,101,Zuhair Haddad,748,1300000
The Amazing Catfish,31,11278,Spanish,Claudia Sainte-Luce,2013,Comedy|Drama,407,Fail,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,,7,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,,50,Mexico,89,0,0,No_Date,Jos\xc3\xa9 Manuel Orozco Angulo,2,Color,No date,58,Vera Wilson,3,1229,Ximena Ayala,24,1300000
The Amazing Spider-Man 2,15000,202853933,English,Marc Web,2014,Action|Adventure|Fantasy|Sci-Fi,41000,spring,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,4,6.7,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,2.35,495,USA,142,0,464,4,B.J. Novak,1067,Color,5/2/2014 0:00,28631,Andrew Garfield,825,321227,Emma Stone,10000,200000000
The Amazing Spider-Man,15000,262030663,English,Marc Web,2012,Action|Adventure|Fantasy,56000,summer,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,,7,lizard|outcast|spider|spider man|teenager,2.35,599,USA,153,0,464,1,Chris Zylka,1225,Color,7/3/2012 0:00,28489,Andrew Garfield,963,451803,Emma Stone,10000,230000000
The American President,524,65000000,English,Rob Reiner,1995,Comedy|Drama|Romance,0,fall,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,,6.8,lobbyist|president|senator|state dinner|widower,2.35,75,USA,114,0,0,4,Wendie Malick,214,Color,11/17/1995 0:00,2668,Samantha Mathis,452,43027,Shawna Waldron,517,62000000
The American,978,35596227,English,Anton Corbijn,2010,Crime|Drama|Thriller,10000,summer,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,,6.3,ambush|assassin|priest|prostitute|sweden,2.35,333,USA,105,1,210,2,Filippo Timi,463,Color,9/1/2010 0:00,1454,Thekla Reuten,101,79461,Violante Placido,191,20000000
The Amityville Horror,87000,64255243,English,Andrew Douglas,2005,Drama|Horror|Mystery|Thriller,0,spring,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,,6,ghost|haunted house|murder|nightmare|priest,2.35,220,USA,90,0,15,4,Ryan Reynolds,518,Color,4/15/2005 0:00,120797,Chlo\xc3\xab Grace Moretz,16000,80903,Jimmy Bennett,17000,19000000
The Andromeda Strain,116,,English,Robert Wise,1971,Sci-Fi|Thriller,0,winter,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,,7.2,alien|baby|new mexico|satellite|scientist,2.35,57,USA,115,0,338,4,Eric Christmas,171,Color,3/12/1971 0:00,394,Paula Kelly,45,25857,David Wayne,112,6500000
The Angry Birds Movie,22000,107225164,English,Clay Kaytis,2016,Action|Animation|Comedy|Family,14000,spring,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,,6.3,butt|downward duck|fish|kingfisher|pig,1.85,141,USA,97,0,6,4,Keegan-Michael Key,126,Color,5/20/2016 0:00,24350,Josh Gad,415,27130,Peter Dinklage,1000,73000000
The Animal,436,55762229,English,Luke Greenfield,2001,Comedy|Sci-Fi,1000,spring,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,,4.8,camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal,1.85,75,USA,84,1,42,4,Colleen Haskell,132,Color,6/1/2001 0:00,1203,Michael Papajohn,182,47383,Louis Lombardi,241,22000000
The Ant Bully,12000,28133159,English,John A. Davis,2006,Adventure|Animation|Comedy|Family|Fantasy,593,summer,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,3.5,5.9,ant|miniaturization|punishment|shrinking|sudden change in size,1.85,105,USA,88,1,8,4,Julia Roberts,70,Color,7/28/2006 0:00,33822,Meryl Streep,8000,30055,Nicolas Cage,11000,50000000
The Apartment,516,,English,Billy Wilder,1960,Comedy|Drama|Romance,0,summer,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1,4,8.3,apartment|elevator|elevator girl|love|mistress,2.35,183,USA,125,2,0,4,David White,241, Black and White,9/16/1960 0:00,1328,Ray Walston,180,109335,Fred MacMurray,417,3000000
The Apostle,205,20733485,English,Robert Duvall,1997,Drama,1000,winter,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,0.5,7.2,church|louisiana|minister|preacher|texas,1.85,95,USA,134,1,3000,4,June Carter Cash,157,Color,2/20/1998 0:00,428,Todd Allen,77,11622,John Beasley,130,5000000
The Apparition,465,4930798,English,Todd Lincoln,2012,Horror|Thriller,0,summer,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,,4.1,e mail|evil spirit|experiment|fear|supernatural,2.35,145,USA,83,1,57,4,Tim Williams,108,Color,8/24/2012 0:00,730,Rick Gomez,62,16268,Julianna Guill,152,17000000
The Art of Getting By,947,1429260,English,Gavin Wiesen,2011,Drama|Romance,0,spring,http://www.imdb.com/title/tt1645080/?ref_=fn_tt_tt_1,,6.6,art teacher|artist|high school|homework|principal,2.35,122,USA,83,1,19,4,Rita Wilson,71,Color,6/17/2011 0:00,2353,Blair Underwood,322,45293,Michael Angarano,685,
The Art of War,2000,30199105,English,Christian Duguay,2000,Action|Adventure|Crime|Thriller,470,summer,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,,5.7,blood splatter|fbi|murder|secretary general|united nations,2.35,110,USA,116,0,18,4,Anne Archer,167,Color,8/25/2000 0:00,3753,Cary-Hiroyuki Tagawa,249,25346,Michael Biehn,1000,40000000
The Artist,996,44667095,English,Michel Hazanavicius,2011,Comedy|Drama|Romance,30000,winter,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,,8,1920s|jack russell terrier|modern silent movie|movie star|movie studio,1.33,576,France,100,0,405,4,Beth Grant,583, Black and White,1/20/2012 0:00,4606,Ed Lauter,628,190030,B\xc3\xa9r\xc3\xa9nice Bejo,897,15000000
The Assassin,1000,613556,Mandarin,Hsiao-Hsien Hou,2015,Action|Drama,0,summer,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,3.5,6.4,black magic|china|love|refusal to kill|wuxia,1.37,205,Taiwan,105,1,141,3,Satoshi Tsumabuki,87,Color,8/27/2015 0:00,1172,Chen Chang,56,9427,Qi Shu,103,15000000
The Assassination of Jesse James by the Coward Robert Ford,11000,3904982,English,Andrew Dominik,2007,Biography|Crime|Drama|History|Western,0,fall,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,,7.5,long title|outlaw|robbery|train|train robbery,2.35,273,USA,160,0,181,4,Sam Shepard,415,Color,10/19/2007 0:00,22516,Jeremy Renner,820,136104,Brad Pitt,10000,30000000
The Astronaut Farmer,24000,10996440,English,Michael Polish,2006,Adventure|Drama|Sci-Fi,862,winter,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,4,6.3,bank|fbi|fuel|rocket|space travel,2.35,113,USA,104,0,35,4,Bruce Dern,128,Color,2/23/2007 0:00,27806,Virginia Madsen,844,19707,J.K. Simmons,912,13000000
The A-Team            ,669,,English,,,Action|Adventure|Crime,0,Fail,http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1,3.5,7.6,1980s|cult tv|famous opening theme|good versus evil|hero for hire,4,29,USA,60,4,,Series_No_Date,Dwight Schultz,97,Color,No date,1655,Dirk Benedict,432,25402,George Peppard,554,
The Avengers,26000,623279547,English,Joss Whedon,2012,Action|Adventure|Sci-Fi,123000,spring,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,4,8.1,alien invasion|assassin|battle|iron man|soldier,1.85,703,USA,173,3,0,4,Scarlett Johansson,1722,Color,5/4/2012 0:00,87697,Robert Downey Jr.,19000,995415,Chris Hemsworth,21000,220000000
The Avengers,26000,623279547,English,Joss Whedon,2012,Action|Adventure|Sci-Fi,123000,spring,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1.5,8.1,alien invasion|assassin|battle|iron man|soldier,1.85,703,USA,173,3,0,4,Scarlett Johansson,1722,Color,5/4/2012 0:00,87697,Robert Downey Jr.,19000,995415,Chris Hemsworth,21000,220000000
The Aviator,29000,102608827,English,Martin Scorsese,2004,Biography|Drama,0,winter,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,3,7.5,1920s|aviation|fight|spruce goose|test flight,2.35,267,USA,170,0,17000,5,Frances Conroy,799, Black and White,12/25/2004 0:00,34582,Adam Scott,827,264318,Leonardo DiCaprio,3000,110000000
The Awakening,874,,English,Nick Murphy,2011,Horror|Thriller,10000,fall,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,,6.5,boarding school|boy|british horror|ghost|school,2.35,195,UK,107,1,58,4,Joseph Mawle,112,Color,11/11/2011 0:00,2363,Imelda Staunton,537,46347,Isaac Hempstead Wright,579,3000000
The Baader Meinhof Complex,486,476270,German,Uli Edel,2008,Action|Biography|Crime|Drama,0,fall,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,,7.4,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,1.85,160,Germany,184,2,34,3,Martina Gedeck,110,Color,9/25/2008 0:00,1601,Alexandra Maria Lara,155,29602,Moritz Bleibtreu,471,20000000
The Bachelor            ,98,,English,,,Game-Show|Reality-TV|Romance,141,Fail,http://www.imdb.com/title/tt0313038/?ref_=fn_tt_tt_1,5,2.9,bachelor|seeking love|single guy|tv host|women rivals for man,,5,USA,60,0,,No_Date,,33,Color,No date,98,,,4398,Chris Harrison,,3000000
The Back-up Plan,1000,37481242,English,Alan Poul,2010,Comedy|Romance,0,spring,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,2,5.3,artificial insemination|baby|cheese|chick flick|pet shop,2.35,148,USA,104,0,16,4,Tom Bosley,97,Color,4/23/2010 0:00,3356,Noureen DeWulf,584,40654,Danneel Ackles,700,35000000
The Bad News Bears,288,,English,Michael Ritchie,1976,Comedy|Drama|Family|Sport,0,spring,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,3,7.3,baseball|california|coach|little league|swimming pool,1.85,40,USA,102,1,23,2,Joyce Van Patten,91,Color,4/7/1976 0:00,677,Vic Morrow,57,16323,Tatum ONeal,257,
The Ballad of Cable Hogue,575,,English,Sam Peckinpah,1970,Comedy|Drama|Romance|Western,357,spring,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,,7.3,desert|partner|prostitute|stagecoach|water,1.85,31,USA,121,2,541,2,L.Q. Jones,62,Color,5/13/1970 0:00,1970,Jason Robards,242,6350,Slim Pickens,372,3716946
The Ballad of Gregorio Cortez,883,,English,Robert M. Young,1982,Western,32,Fail,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,,7.1,,,,USA,105,0,0,No_Date,Ned Beatty,2,Color,No date,3164,Bruce McGill,467,39,Barry Corbin,655,1250000
The Ballad of Jack and Rose,552,712294,English,Rebecca Miller,2005,Drama,608,spring,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,3,6.7,commune|defecation|environmentalism|fellatio|island,1.66,75,USA,112,1,58,4,Ryan McDonald,68,Color,4/8/2005 0:00,859,Susanna Thompson,42,9408,Beau Bridges,265,1500000
The Banger Sisters,931,30306281,English,Bob Dolman,2002,Comedy|Drama,744,summer,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,,5.6,bartender|groupie|lawyer|road trip|writer,2.35,92,USA,98,2,7,4,Sal Lopez,147,Color,9/20/2002 0:00,1917,Eva Amurri Martino,73,12388,Erika Christensen,797,10000000
The Bank Jo,26000,30028592,English,Roger Donaldson,2008,Crime|Drama|Romance|Thriller,0,winter,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,,7.3,chase|heist|london england|mobster|safe deposit,2.35,222,UK,111,0,79,4,Daniel Mays,189,Color,3/7/2008 0:00,27755,Saffron Burrows,287,152247,Jason Statham,811,20000000
The Barbarian Invasions,150,3432342,French,Denys Arcand,2003,Comedy|Crime|Drama|Mystery|Romance,0,winter,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,,7.7,cancer|dying|friend|money|socialist,2.35,135,Canada,112,2,66,4,Marina Hands,166,Color,3/5/2004 0:00,253,St\xc3\xa9phane Rousseau,21,24921,Marie-Jos\xc3\xa9e Croze,28,6000000
The Barbarians,721,800000,English,Ruggero Deodato,1987,Adventure|Fantasy,550,winter,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,1.5,4.8,bare breasts|comic relief|dragon|gladiator|harem,1.85,15,USA,87,0,101,4,Richard Lynch,35,Color,3/20/1987 0:00,1700,Eva LaRue,324,2308,Michael Berryman,576,4000000
The Basket,2000,609042,English,Rich Cowan,1999,Drama,117,spring,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,,6.5,basketball|german immigrant|opera|two word title|war orphan,1.85,14,USA,105,2,7,4,Peter Coyote,38,Color,5/5/2000 0:00,3475,Karen Allen,548,449,Eric Dane,783,1300000
The Battle of Shaker Heights,855,279282,English,Efram Potelle,2003,Comedy|Drama|Romance,150,summer,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,,6.1,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,1.85,29,USA,79,2,2,4,Kathleen Quinlan,49,Color,8/22/2003 0:00,2489,Elden Henson,551,3806,Shiri Appleby,577,1000000
The Beach,29000,39778599,English,Danny Boyle,2000,Adventure|Drama|Thriller,0,winter,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,3.5,6.6,love|map|paradise|thailand|travel,2.35,118,USA,119,0,0,4,Peter Youngblood Hills,548,Color,2/11/2000 0:00,29461,Virginie Ledoyen,39,176169,Leonardo DiCaprio,414,50000000
"The Beast from 20,000 Fathoms",57,5000000,English,Eug\xc3\xa8ne Louri\xc3\xa9,1953,Adventure|Horror|Sci-Fi,465,spring,http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1,,6.7,arctic|beast|dinosaur|monster|rhedosaurus,1.37,67,USA,80,0,7,5,Ross Elliott,88, Black and White,6/13/1953 0:00,205,Cecil Kellaway,21,4812,Kenneth Tobey,40,210000
